tweet_id,retweet_count,favorite_count,text,expanded_urls,name,stage,date,extracted_url,rating_numerator_new,rating_denominator_new,jpg_url,dog_breed_highest_prediction,dog_breed
890006608113172480,6343.0,27750.0,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.  would risk a petting #BarkWeek ,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,,2017-07-26,https://t.co/dVPW0B0Mme,13,10,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,0.957979,Samoyed
889880896479866881,4310.0,25237.0,This is Bruno. He is a service shark. Only gets out of the water to assist you.  terrifyingly good boy ,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,,2017-07-25,https://t.co/u1XPQMl29g,13,10,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,0.377417,French_bulldog
889665388333682689,8636.0,43257.0,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.  ,https://twitter.com/dog_rates/status/889665388333682689/photo/1,None,puppo,2017-07-25,https://t.co/BxvuXk0UCm,13,10,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,0.966327,Pembroke
889638837579907072,3861.0,24325.0,This is Ted. He does his best. Sometimes that's not enough. But it's ok.  would assist ,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,,2017-07-25,https://t.co/f8dEDcrKSR,12,10,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,0.99165,French_bulldog
889531135344209921,1946.0,13702.0,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.  puppared puppo #BarkWeek ,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,puppo,2017-07-24,https://t.co/y70o6h3isq,13,10,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,0.953442,golden_retriever
889278841981685760,4604.0,22703.0,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.  fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,,2017-07-24,https://t.co/WpHvrQedPb,13,10,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,0.626152,whippet
888917238123831296,3873.0,26286.0,This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,,2017-07-23,https://t.co/chxruIOUJN,12,10,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,0.714719,golden_retriever
888804989199671297,3666.0,23078.0,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,,2017-07-22,https://t.co/HTQ77yNQ5K,13,10,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.46976,golden_retriever
888554962724278272,2977.0,17802.0,This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,,2017-07-22,https://t.co/YnYAFCTTiK,13,10,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.700377,Siberian_husky
888078434458587136,3002.0,19679.0,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,,2017-07-20,https://t.co/DK7iDPfuRX,12,10,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026,French_bulldog
887705289381826560,4676.0,27341.0,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,,2017-07-19,https://t.co/PhrUk20Q64,13,10,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664,basset
887517139158093824,10173.0,41805.0,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.  paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,None,,2017-07-19,https://t.co/20VrLAA8ba,14,10,,,
887473957103951883,15541.0,61875.0,This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,,2017-07-19,https://t.co/cLyzpcUcMX,13,10,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197,Pembroke
887343217045368832,9117.0,30353.0,You may not have known you needed to see this today.  please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,None,,2017-07-18,https://t.co/WZqNqygEyV,13,10,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.330741,Mexican_hairless
887101392804085760,5157.0,27689.0,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,None,,2017-07-18,https://t.co/4Ad1jzJSdp,12,10,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.733942,Samoyed
886983233522544640,6594.0,31316.0,This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in ,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,,2017-07-17,https://t.co/I6oNy0CgiT,13,10,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469,Chihuahua
886736880519319552,2736.0,10785.0,"This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help

 ","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,,2017-07-16,https://t.co/bVi0Yr4Cff,13,10,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706,kuvasz
886680336477933568,3868.0,20295.0,This is Derek. He's late for a dog meeting.  pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,,2017-07-16,https://t.co/BCoWue0abA,13,10,,,
886366144734445568,2728.0,19068.0,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,pupper,2017-07-15,https://t.co/RGE08MIJox,12,10,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,0.999201,French_bulldog
886267009285017600,3.0,105.0,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy  would pet with extreme caution,,None,,2017-07-15,,12,10,,,
886258384151887873,5463.0,25234.0,This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,,2017-07-15,https://t.co/xZDA9Qsq1O,13,10,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,0.943575,pug
885984800019947520,5806.0,29381.0,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,,2017-07-14,https://t.co/BuveP0uMF1,12,10,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494,Blenheim_spaniel
885528943205470208,5526.0,32467.0,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,,2017-07-13,https://t.co/tp1kQ8i9JF,13,10,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275,pug
885518971528720385,3219.0,18488.0,I have a new hero and his name is Howard.  ,https://twitter.com/4bonds2carbon/status/885517367337512960,None,,2017-07-13,https://t.co/gzLHboL7Sk,14,10,,,
885167619883638784,3783.0,19731.0,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",None,,2017-07-12,https://t.co/44ItaMubBf,13,10,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,0.8124819999999999,malamute
884925521741709313,15576.0,69244.0,"This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,,2017-07-12,https://t.co/MYJvdlNRVa,12,10,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,0.259916,Italian_greyhound
884876753390489601,4826.0,25081.0,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,,2017-07-11,https://t.co/74TKAUsLkO,13,10,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,0.822103,chow
884562892145688576,4051.0,21917.0,This is Kevin. He's just so happy.  what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,,2017-07-11,https://t.co/1r4MFCbCX5,13,10,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001,pug
884441805382717440,4941.0,24509.0,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,None,,2017-07-10,https://t.co/vvBOcC2VdC,14,10,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,0.993225,Pembroke
884247878851493888,17547.0,65238.0,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY  WOULD FORGIVE IMMEDIATE ,https://twitter.com/kaijohnson_19/status/883965650754039809,None,,2017-07-10,https://t.co/uF3pQ8Wubj,13,10,,,
884162670584377345,2589.0,18432.0,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,2017-07-09,https://t.co/YSI00BzTBZ,12,10,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,0.707046,German_shepherd
883838122936631299,2965.0,19710.0,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,,2017-07-09,https://t.co/V85xujjDDY,12,10,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,0.610946,Doberman
883482846933004288,8558.0,41344.0,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey.  ","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,,2017-07-08,https://t.co/qjrljjt948,13.5,10,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082,golden_retriever
883360690899218434,3190.0,20484.0,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck ,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,floofer,2017-07-07,https://t.co/rf661IFEYP,13,10,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,0.987997,chow
883117836046086144,5732.0,33485.0,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat ","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",None,,2017-07-07,https://t.co/Se5fZ9wp5E,13,10,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,0.949562,golden_retriever
882992080364220416,3344.0,21566.0,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.  confirmed great boy ,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,,2017-07-06,https://t.co/tyER0KpdXj,13,10,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.466778,Eskimo_dog
882762694511734784,4235.0,25487.0,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,pupper,2017-07-06,https://t.co/D43I96SlVu,12,10,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,0.85005,Labrador_retriever
882627270321602560,5251.0,25296.0,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,,2017-07-05,https://t.co/Nx52PGwH94,13,10,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982,Pembroke
882268110199369728,10018.0,40374.0,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸 ,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,,2017-07-04,https://t.co/fYP5RlutfA,13,10,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211,golden_retriever
882045870035918850,4209.0,26460.0,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.  rest easy Koko ","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,,2017-07-04,https://t.co/zeDpnsKX7w,13,10,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,0.949591,web_site
881906580714921986,2947.0,22024.0,This is Rey. He's a Benebop Cumberfloof.  dangerously pettable ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,,2017-07-03,https://t.co/503CgWbhxQ,12,10,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,0.291539,Weimaraner
881666595344535552,9248.0,45785.0,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,,2017-07-03,https://t.co/7CSWCl8I6s,13,10,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012,Saluki
881633300179243008,8.0,113.0,@roushfenway These are good dogs but  is an emotional impulse rating. More like s,,None,,2017-07-02,,17,10,,,
881536004380872706,13862.0,44671.0,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.  paw-inspiring af 
(IG: puffie_the_chow) ",https://twitter.com/dog_rates/status/881536004380872706/video/1,None,pupper,2017-07-02,https://t.co/ghXBIIeQZF,14,10,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,0.281463,Samoyed
881268444196462592,4611.0,21043.0,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.  would pet ,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,,2017-07-01,https://t.co/cgwJwowTMC,12,10,,,
880935762899988482,2421.0,15455.0,This is Louis. He's crossing. It's a big deal.  h*ckin breathtaking ,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,,2017-06-30,https://t.co/D0wb1GlKAt,13,10,,,
880872448815771648,3308.0,19237.0,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...  ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,None,,2017-06-30,https://t.co/WiAMbTkDPf,12,10,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,0.791416,Pembroke
880465832366813184,5394.0,25684.0,This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop ,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,,2017-06-29,https://t.co/4VsFysDmiw,12,10,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255,golden_retriever
880221127280381952,3601.0,24345.0,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.  would snug well ,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,,2017-06-29,https://t.co/fUod0tVmvK,12,10,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525,Chihuahua
880095782870896641,3767.0,24957.0,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho  ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None,,2017-06-28,https://t.co/HauE8M3Bu4,11,10,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,0.120298,miniature_pinscher
879862464715927552,3024.0,20245.0,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.  ,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,,2017-06-28,https://t.co/Qh5aEkRQm9,13,10,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507,basset
879674319642796034,9.0,285.0,@RealKentMurphy  confirmed,,None,,2017-06-27,,14,10,,,
879492040517615616,2741.0,21260.0,This is Bailey. He thinks you should measure ear length for signs of growth instead.  ,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,,2017-06-27,https://t.co/IxM9IMKQq8,12,10,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896,German_short-haired_pointer
879415818425184262,38666.0,95469.0,This is Duddles. He did an attempt.  someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,,2017-06-26,https://t.co/UDT7ZkcTgY,13,10,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,0.383404,English_springer
879376492567855104,2719.0,15246.0,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.  would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,,2017-06-26,https://t.co/0gOi601EAa,12,10,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.663601,tricycle
879050749262655488,4084.0,20371.0,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.  would still pet ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,,2017-06-25,https://t.co/2mJCDEJWdD,11,10,,,
879008229531029506,2327.0,17203.0,This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,,2017-06-25,https://t.co/YDtpCjIPKN,13,10,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,0.960513,vizsla
878776093423087618,3568.0,17560.0,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.  would love back #PrideMonth ,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,puppo,2017-06-25,https://t.co/lNZwgNO4gS,13,10,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,0.734684,Italian_greyhound
878604707211726852,6131.0,27152.0,Martha is stunning how h*ckin dare you.  ,https://twitter.com/bbcworld/status/878599868507402241,None,,2017-06-24,https://t.co/9uABQXgjwa,13,10,,,
878281511006478336,1107.0,6990.0,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below

 ","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,,2017-06-23,https://t.co/245xJJElsY,13,10,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042,basset
878057613040115712,5929.0,38112.0,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved ,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,,2017-06-23,https://t.co/cwtWnHMVpe,14,10,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097,French_bulldog
877736472329191424,16402.0,71336.0,This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again ,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Aja,,2017-06-22,https://t.co/lsPyyAiF1r,13,10,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999,Chesapeake_Bay_retriever
877556246731214848,3290.0,20516.0,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.  would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny,,2017-06-21,https://t.co/OYdDlfOGXP,12,10,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368,basset
877316821321428993,4518.0,24834.0,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.  for water resistant good boy ","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dante,,2017-06-21,https://t.co/SHRTIo5pxc,13,10,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,0.5099670000000001,Saluki
877201837425926144,4824.0,24510.0,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.  would give congratulatory boop ,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",Nelly,,2017-06-20,https://t.co/4g4cfj3P4Y,12,10,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112,Pembroke
876838120628539392,2899.0,18738.0,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.  would snug passionately ,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,pupper,2017-06-19,https://t.co/j211oCDRs6,12,10,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,0.575751,bloodhound
876537666061221889,4100.0,21551.0,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck.  for all ,https://twitter.com/mpstowerham/status/876162994446753793,None,,2017-06-18,https://t.co/8yoc1CNTsu,14,10,,,
876484053909872640,2065.0,17015.0,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.  super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,,2017-06-18,https://t.co/26BXueUgbs,13,10,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566,golden_retriever
876120275196170240,4047.0,25364.0,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.  much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti,,2017-06-17,https://t.co/ejExJFq3ek,13,10,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,0.534327,Bernese_mountain_dog
